filename,image_path,mask_path,total_pixels,dominant_label_id,dominant_label_name,background_pix,cribriform_pix,micropapillary_pix,solid_pix,papillary_pix,acinar_pix,lepidic_pix,split
train012_Da270.png,c:\Magisterka\trainset\image\train012_Da270.png,c:\Magisterka\trainset\mask\train012_Da270.mat,642816,0,background,293474,0,126947,0,222395,0,0,train
train013_Da271.jpg,c:\Magisterka\trainset\image\train013_Da271.jpg,c:\Magisterka\trainset\mask\train013_Da271.mat,1401600,0,background,1079540,0,231028,0,91032,0,0,train
train014_Da311.png,c:\Magisterka\trainset\image\train014_Da311.png,c:\Magisterka\trainset\mask\train014_Da311.mat,272681,0,background,239530,0,33151,0,0,0,0,train
train015_Da352.png,c:\Magisterka\trainset\image\train015_Da352.png,c:\Magisterka\trainset\mask\train015_Da352.mat,212290,0,background,141233,0,71057,0,0,0,0,test
train016_Da324.jpg,c:\Magisterka\trainset\image\train016_Da324.jpg,c:\Magisterka\trainset\mask\train016_Da324.mat,4000000,0,background,3429670,0,0,0,570330,0,0,val
train017_Da325.jpg,c:\Magisterka\trainset\image\train017_Da325.jpg,c:\Magisterka\trainset\mask\train017_Da325.mat,2578695,0,background,1732666,0,0,0,846029,0,0,train
train018_Da353.jpg,c:\Magisterka\trainset\image\train018_Da353.jpg,c:\Magisterka\trainset\mask\train018_Da353.mat,3579600,0,background,2497176,0,0,0,1082424,0,0,train
train019_Da354.jpg,c:\Magisterka\trainset\image\train019_Da354.jpg,c:\Magisterka\trainset\mask\train019_Da354.mat,2560414,0,background,2041005,0,0,0,519409,0,0,train
train020_Da454.jpg,c:\Magisterka\trainset\image\train020_Da454.jpg,c:\Magisterka\trainset\mask\train020_Da454.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train021_Da35.png,c:\Magisterka\trainset\image\train021_Da35.png,c:\Magisterka\trainset\mask\train021_Da35.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train022_Da46.png,c:\Magisterka\trainset\image\train022_Da46.png,c:\Magisterka\trainset\mask\train022_Da46.mat,4000000,0,background,4000000,0,0,0,0,0,0,test
train023_Da487.png,c:\Magisterka\trainset\image\train023_Da487.png,c:\Magisterka\trainset\mask\train023_Da487.mat,2836000,0,background,1656301,0,0,0,0,1179699,0,test
train024_Da488.png,c:\Magisterka\trainset\image\train024_Da488.png,c:\Magisterka\trainset\mask\train024_Da488.mat,1552450,0,background,926970,0,0,0,0,625480,0,train
train025_Da554.png,c:\Magisterka\trainset\image\train025_Da554.png,c:\Magisterka\trainset\mask\train025_Da554.mat,291408,0,background,184835,106573,0,0,0,0,0,train
train026_Da555.png,c:\Magisterka\trainset\image\train026_Da555.png,c:\Magisterka\trainset\mask\train026_Da555.mat,1224834,0,background,914190,0,0,0,0,310644,0,train
train027_Da593.png,c:\Magisterka\trainset\image\train027_Da593.png,c:\Magisterka\trainset\mask\train027_Da593.mat,3220000,0,background,2328139,0,0,0,0,891861,0,train
train028_Da595.png,c:\Magisterka\trainset\image\train028_Da595.png,c:\Magisterka\trainset\mask\train028_Da595.mat,839511,0,background,424944,414567,0,0,0,0,0,train
train029_Da626.png,c:\Magisterka\trainset\image\train029_Da626.png,c:\Magisterka\trainset\mask\train029_Da626.mat,973215,0,background,765174,0,0,0,0,208041,0,test
train030_Da633.png,c:\Magisterka\trainset\image\train030_Da633.png,c:\Magisterka\trainset\mask\train030_Da633.mat,420615,0,background,232273,188342,0,0,0,0,0,train
train031_Da634.png,c:\Magisterka\trainset\image\train031_Da634.png,c:\Magisterka\trainset\mask\train031_Da634.mat,1098578,0,background,669203,339598,0,0,0,89777,0,train
train032_Da663.png,c:\Magisterka\trainset\image\train032_Da663.png,c:\Magisterka\trainset\mask\train032_Da663.mat,837382,4,papillary,196235,0,0,0,641147,0,0,train
train033_Da667.png,c:\Magisterka\trainset\image\train033_Da667.png,c:\Magisterka\trainset\mask\train033_Da667.mat,255672,0,background,134799,120873,0,0,0,0,0,train
train034_Da668.png,c:\Magisterka\trainset\image\train034_Da668.png,c:\Magisterka\trainset\mask\train034_Da668.mat,2529442,0,background,1479717,946557,0,0,0,103168,0,train
train035_Da674.png,c:\Magisterka\trainset\image\train035_Da674.png,c:\Magisterka\trainset\mask\train035_Da674.mat,369824,0,background,306868,0,62956,0,0,0,0,test
train036_Da701.png,c:\Magisterka\trainset\image\train036_Da701.png,c:\Magisterka\trainset\mask\train036_Da701.mat,657696,0,background,351874,0,5044,0,300778,0,0,train
train037_Da702.png,c:\Magisterka\trainset\image\train037_Da702.png,c:\Magisterka\trainset\mask\train037_Da702.mat,684000,1,cribriform,230916,453084,0,0,0,0,0,val
train038_Da703.png,c:\Magisterka\trainset\image\train038_Da703.png,c:\Magisterka\trainset\mask\train038_Da703.mat,596232,0,background,335324,209488,0,0,0,51420,0,test
train039_Da709.png,c:\Magisterka\trainset\image\train039_Da709.png,c:\Magisterka\trainset\mask\train039_Da709.mat,252793,1,cribriform,116742,136051,0,0,0,0,0,train
train040_Da714.png,c:\Magisterka\trainset\image\train040_Da714.png,c:\Magisterka\trainset\mask\train040_Da714.mat,1824970,0,background,1335596,0,489374,0,0,0,0,train
train041_Da717.png,c:\Magisterka\trainset\image\train041_Da717.png,c:\Magisterka\trainset\mask\train041_Da717.mat,2025220,1,cribriform,985507,1039713,0,0,0,0,0,train
train042_Da718.png,c:\Magisterka\trainset\image\train042_Da718.png,c:\Magisterka\trainset\mask\train042_Da718.mat,1055460,1,cribriform,496976,558484,0,0,0,0,0,train
train043_Da739.png,c:\Magisterka\trainset\image\train043_Da739.png,c:\Magisterka\trainset\mask\train043_Da739.mat,2164000,4,papillary,974222,0,16551,0,1173227,0,0,train
train044_Da751.png,c:\Magisterka\trainset\image\train044_Da751.png,c:\Magisterka\trainset\mask\train044_Da751.mat,328320,0,background,252330,0,75990,0,0,0,0,train
train045_Da752.png,c:\Magisterka\trainset\image\train045_Da752.png,c:\Magisterka\trainset\mask\train045_Da752.mat,252997,0,background,145179,0,107818,0,0,0,0,train
train046_Da777.png,c:\Magisterka\trainset\image\train046_Da777.png,c:\Magisterka\trainset\mask\train046_Da777.mat,1386324,4,papillary,467884,0,6884,0,911556,0,0,train
train047_Da820.png,c:\Magisterka\trainset\image\train047_Da820.png,c:\Magisterka\trainset\mask\train047_Da820.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train048_Da823.png,c:\Magisterka\trainset\image\train048_Da823.png,c:\Magisterka\trainset\mask\train048_Da823.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train049_Da83.png,c:\Magisterka\trainset\image\train049_Da83.png,c:\Magisterka\trainset\mask\train049_Da83.mat,4000000,0,background,4000000,0,0,0,0,0,0,val
train050_Da110.png,c:\Magisterka\trainset\image\train050_Da110.png,c:\Magisterka\trainset\mask\train050_Da110.mat,1002288,4,papillary,468766,0,0,0,533522,0,0,val
train051_Da139.jpg,c:\Magisterka\trainset\image\train051_Da139.jpg,c:\Magisterka\trainset\mask\train051_Da139.mat,4000000,0,background,2256636,0,0,0,1743364,0,0,train
train052_Da140.png,c:\Magisterka\trainset\image\train052_Da140.png,c:\Magisterka\trainset\mask\train052_Da140.mat,677600,4,papillary,200616,0,0,0,476984,0,0,val
train053_Da141.jpg,c:\Magisterka\trainset\image\train053_Da141.jpg,c:\Magisterka\trainset\mask\train053_Da141.mat,908802,0,background,477385,0,0,0,431417,0,0,train
train054_Da142.png,c:\Magisterka\trainset\image\train054_Da142.png,c:\Magisterka\trainset\mask\train054_Da142.mat,659568,4,papillary,265383,0,0,0,394185,0,0,train
train055_Da155.jpg,c:\Magisterka\trainset\image\train055_Da155.jpg,c:\Magisterka\trainset\mask\train055_Da155.mat,909571,0,background,608084,0,0,0,0,301487,0,val
train056_Da156.jpg,c:\Magisterka\trainset\image\train056_Da156.jpg,c:\Magisterka\trainset\mask\train056_Da156.mat,2174000,0,background,1763207,0,0,0,0,410793,0,train
train057_Da173.png,c:\Magisterka\trainset\image\train057_Da173.png,c:\Magisterka\trainset\mask\train057_Da173.mat,2614986,0,background,1472572,0,0,0,1142414,0,0,train
train058_Da187.jpg,c:\Magisterka\trainset\image\train058_Da187.jpg,c:\Magisterka\trainset\mask\train058_Da187.mat,1646000,0,background,1191645,0,0,0,0,454355,0,train
train059_Da188.jpg,c:\Magisterka\trainset\image\train059_Da188.jpg,c:\Magisterka\trainset\mask\train059_Da188.mat,4000000,0,background,2984680,0,0,0,0,1015320,0,val
train060_Da189.jpg,c:\Magisterka\trainset\image\train060_Da189.jpg,c:\Magisterka\trainset\mask\train060_Da189.mat,505182,0,background,360178,0,0,0,0,145004,0,test
train061_Da205.png,c:\Magisterka\trainset\image\train061_Da205.png,c:\Magisterka\trainset\mask\train061_Da205.mat,1170796,4,papillary,468410,0,0,0,702386,0,0,train
train062_Da206.png,c:\Magisterka\trainset\image\train062_Da206.png,c:\Magisterka\trainset\mask\train062_Da206.mat,871908,4,papillary,385663,0,0,0,486245,0,0,val
train063_Da219.jpg,c:\Magisterka\trainset\image\train063_Da219.jpg,c:\Magisterka\trainset\mask\train063_Da219.mat,1580719,0,background,1338467,52065,0,0,0,190187,0,val
train064_Da220.jpg,c:\Magisterka\trainset\image\train064_Da220.jpg,c:\Magisterka\trainset\mask\train064_Da220.mat,2920632,0,background,2587070,72794,0,0,0,260768,0,val
train065_Da312.png,c:\Magisterka\trainset\image\train065_Da312.png,c:\Magisterka\trainset\mask\train065_Da312.mat,830760,4,papillary,413062,0,0,0,417698,0,0,train
train066_Da330.jpg,c:\Magisterka\trainset\image\train066_Da330.jpg,c:\Magisterka\trainset\mask\train066_Da330.mat,4000000,0,background,2437120,0,0,0,0,1562880,0,train
train067_Da344.png,c:\Magisterka\trainset\image\train067_Da344.png,c:\Magisterka\trainset\mask\train067_Da344.mat,378727,4,papillary,113632,0,0,0,265095,0,0,train
train068_Da419.png,c:\Magisterka\trainset\image\train068_Da419.png,c:\Magisterka\trainset\mask\train068_Da419.mat,4000000,0,background,4000000,0,0,0,0,0,0,test
train069_Da452.png,c:\Magisterka\trainset\image\train069_Da452.png,c:\Magisterka\trainset\mask\train069_Da452.mat,4000000,0,background,4000000,0,0,0,0,0,0,val
train070_Da210.png,c:\Magisterka\trainset\image\train070_Da210.png,c:\Magisterka\trainset\mask\train070_Da210.mat,283822,4,papillary,84178,0,0,0,199644,0,0,train
train071_Da243.png,c:\Magisterka\trainset\image\train071_Da243.png,c:\Magisterka\trainset\mask\train071_Da243.mat,1796000,4,papillary,290953,0,0,0,1505047,0,0,train
train072_Da309.png,c:\Magisterka\trainset\image\train072_Da309.png,c:\Magisterka\trainset\mask\train072_Da309.mat,463736,4,papillary,140572,0,0,0,323164,0,0,test
train073_Da316.jpg,c:\Magisterka\trainset\image\train073_Da316.jpg,c:\Magisterka\trainset\mask\train073_Da316.mat,1196640,0,background,593919,0,69219,0,533502,0,0,val
train074_Da342.png,c:\Magisterka\trainset\image\train074_Da342.png,c:\Magisterka\trainset\mask\train074_Da342.mat,212629,4,papillary,67449,0,0,0,145180,0,0,train
train075_Da349.jpg,c:\Magisterka\trainset\image\train075_Da349.jpg,c:\Magisterka\trainset\mask\train075_Da349.mat,212610,0,background,127121,0,11881,0,73608,0,0,train
train076_Da478.png,c:\Magisterka\trainset\image\train076_Da478.png,c:\Magisterka\trainset\mask\train076_Da478.mat,604059,4,papillary,252357,0,54708,0,296994,0,0,train
train077_Da479.png,c:\Magisterka\trainset\image\train077_Da479.png,c:\Magisterka\trainset\mask\train077_Da479.mat,240972,4,papillary,90706,0,0,0,150266,0,0,train
train078_Da556.png,c:\Magisterka\trainset\image\train078_Da556.png,c:\Magisterka\trainset\mask\train078_Da556.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train079_Da614.png,c:\Magisterka\trainset\image\train079_Da614.png,c:\Magisterka\trainset\mask\train079_Da614.mat,760442,0,background,494395,0,0,0,266047,0,0,train
train080_Da672.png,c:\Magisterka\trainset\image\train080_Da672.png,c:\Magisterka\trainset\mask\train080_Da672.mat,254771,0,background,93418,0,82151,0,79202,0,0,val
train081_Da673.png,c:\Magisterka\trainset\image\train081_Da673.png,c:\Magisterka\trainset\mask\train081_Da673.mat,249828,0,background,134199,0,115629,0,0,0,0,train
train082_Da683.jpg,c:\Magisterka\trainset\image\train082_Da683.jpg,c:\Magisterka\trainset\mask\train082_Da683.mat,3758000,0,background,2045664,0,498313,0,1058038,0,155985,train
train083_Da684.jpg,c:\Magisterka\trainset\image\train083_Da684.jpg,c:\Magisterka\trainset\mask\train083_Da684.mat,1566418,0,background,878088,0,47346,0,416845,0,224139,test
train084_Da705.png,c:\Magisterka\trainset\image\train084_Da705.png,c:\Magisterka\trainset\mask\train084_Da705.mat,442176,2,micropapillary,145633,0,159889,0,136654,0,0,train
train085_Da716.jpg,c:\Magisterka\trainset\image\train085_Da716.jpg,c:\Magisterka\trainset\mask\train085_Da716.mat,890000,0,background,498744,0,6387,0,0,384869,0,val
train086_Da740.png,c:\Magisterka\trainset\image\train086_Da740.png,c:\Magisterka\trainset\mask\train086_Da740.mat,611235,0,background,245752,0,171542,0,193941,0,0,train
train087_Da773.png,c:\Magisterka\trainset\image\train087_Da773.png,c:\Magisterka\trainset\mask\train087_Da773.mat,287836,2,micropapillary,138728,0,149108,0,0,0,0,test
train088_Da88.png,c:\Magisterka\trainset\image\train088_Da88.png,c:\Magisterka\trainset\mask\train088_Da88.mat,4000000,0,background,4000000,0,0,0,0,0,0,test
train089_Da90.png,c:\Magisterka\trainset\image\train089_Da90.png,c:\Magisterka\trainset\mask\train089_Da90.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train090_Da114.png,c:\Magisterka\trainset\image\train090_Da114.png,c:\Magisterka\trainset\mask\train090_Da114.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train091_Da229.png,c:\Magisterka\trainset\image\train091_Da229.png,c:\Magisterka\trainset\mask\train091_Da229.mat,211200,1,cribriform,92045,119155,0,0,0,0,0,val
train092_Da230.png,c:\Magisterka\trainset\image\train092_Da230.png,c:\Magisterka\trainset\mask\train092_Da230.mat,222200,1,cribriform,82261,139939,0,0,0,0,0,train
train093_Da231.png,c:\Magisterka\trainset\image\train093_Da231.png,c:\Magisterka\trainset\mask\train093_Da231.mat,661248,0,background,445982,215266,0,0,0,0,0,train
train094_Da232.png,c:\Magisterka\trainset\image\train094_Da232.png,c:\Magisterka\trainset\mask\train094_Da232.mat,323950,0,background,184706,81692,0,0,0,57552,0,train
train095_Da266.png,c:\Magisterka\trainset\image\train095_Da266.png,c:\Magisterka\trainset\mask\train095_Da266.mat,3976000,1,cribriform,1944762,2031238,0,0,0,0,0,train
train096_Da267.png,c:\Magisterka\trainset\image\train096_Da267.png,c:\Magisterka\trainset\mask\train096_Da267.mat,1668000,0,background,944791,221827,0,0,0,501382,0,train
train097_Da293.jpg,c:\Magisterka\trainset\image\train097_Da293.jpg,c:\Magisterka\trainset\mask\train097_Da293.mat,910420,0,background,849289,0,0,0,0,61131,0,train
train098_Da305.png,c:\Magisterka\trainset\image\train098_Da305.png,c:\Magisterka\trainset\mask\train098_Da305.mat,2081664,1,cribriform,841265,1149083,0,0,0,91316,0,train
train099_Da306.png,c:\Magisterka\trainset\image\train099_Da306.png,c:\Magisterka\trainset\mask\train099_Da306.mat,744705,1,cribriform,221583,523122,0,0,0,0,0,train
train100_Da326.jpg,c:\Magisterka\trainset\image\train100_Da326.jpg,c:\Magisterka\trainset\mask\train100_Da326.mat,4000000,0,background,3788002,0,0,0,0,211998,0,val
train101_Da327.jpg,c:\Magisterka\trainset\image\train101_Da327.jpg,c:\Magisterka\trainset\mask\train101_Da327.mat,4000000,0,background,2807110,0,0,76526,0,1116364,0,train
train102_Da328.jpg,c:\Magisterka\trainset\image\train102_Da328.jpg,c:\Magisterka\trainset\mask\train102_Da328.mat,1621189,0,background,1220261,42228,0,0,0,358700,0,train
train103_Da341.png,c:\Magisterka\trainset\image\train103_Da341.png,c:\Magisterka\trainset\mask\train103_Da341.mat,866880,1,cribriform,270831,596049,0,0,0,0,0,test
train104_Da538.jpg,c:\Magisterka\trainset\image\train104_Da538.jpg,c:\Magisterka\trainset\mask\train104_Da538.mat,1373328,0,background,884739,51879,0,0,0,436710,0,train
train105_Da539.jpg,c:\Magisterka\trainset\image\train105_Da539.jpg,c:\Magisterka\trainset\mask\train105_Da539.mat,2454000,5,acinar,1142469,0,0,0,0,1311531,0,train
train106_Da540.jpg,c:\Magisterka\trainset\image\train106_Da540.jpg,c:\Magisterka\trainset\mask\train106_Da540.mat,430951,0,background,221260,0,0,0,0,209691,0,train
train107_Da574.jpg,c:\Magisterka\trainset\image\train107_Da574.jpg,c:\Magisterka\trainset\mask\train107_Da574.mat,4000000,0,background,2841480,0,0,0,0,1158520,0,train
train108_Da575.jpg,c:\Magisterka\trainset\image\train108_Da575.jpg,c:\Magisterka\trainset\mask\train108_Da575.mat,901549,0,background,565893,0,0,0,0,335656,0,train
train109_Da71.png,c:\Magisterka\trainset\image\train109_Da71.png,c:\Magisterka\trainset\mask\train109_Da71.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train110_Da80.png,c:\Magisterka\trainset\image\train110_Da80.png,c:\Magisterka\trainset\mask\train110_Da80.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train111_Da223.jpg,c:\Magisterka\trainset\image\train111_Da223.jpg,c:\Magisterka\trainset\mask\train111_Da223.mat,3266000,0,background,2745420,0,0,0,0,520580,0,val
train112_Da464.png,c:\Magisterka\trainset\image\train112_Da464.png,c:\Magisterka\trainset\mask\train112_Da464.mat,131768,2,micropapillary,43809,0,87959,0,0,0,0,test
train113_Da465.png,c:\Magisterka\trainset\image\train113_Da465.png,c:\Magisterka\trainset\mask\train113_Da465.mat,175914,2,micropapillary,74303,0,101611,0,0,0,0,train
train114_Da493.png,c:\Magisterka\trainset\image\train114_Da493.png,c:\Magisterka\trainset\mask\train114_Da493.mat,813308,0,background,466301,0,23259,0,0,323748,0,train
train115_Da546.jpg,c:\Magisterka\trainset\image\train115_Da546.jpg,c:\Magisterka\trainset\mask\train115_Da546.mat,658240,0,background,330155,0,0,0,0,0,328085,train
train116_Da558.jpg,c:\Magisterka\trainset\image\train116_Da558.jpg,c:\Magisterka\trainset\mask\train116_Da558.mat,2912000,0,background,2521141,0,0,0,0,390859,0,train
train117_Da559.jpg,c:\Magisterka\trainset\image\train117_Da559.jpg,c:\Magisterka\trainset\mask\train117_Da559.mat,448704,0,background,354719,0,0,0,0,93985,0,train
train118_Da576.jpg,c:\Magisterka\trainset\image\train118_Da576.jpg,c:\Magisterka\trainset\mask\train118_Da576.mat,1516060,0,background,889805,0,0,0,0,0,626255,train
train119_Da729.jpg,c:\Magisterka\trainset\image\train119_Da729.jpg,c:\Magisterka\trainset\mask\train119_Da729.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train120_Da197.png,c:\Magisterka\trainset\image\train120_Da197.png,c:\Magisterka\trainset\mask\train120_Da197.mat,3596000,3,solid,1231800,0,0,2364200,0,0,0,train
train121_Da198.png,c:\Magisterka\trainset\image\train121_Da198.png,c:\Magisterka\trainset\mask\train121_Da198.mat,1686000,3,solid,475235,0,0,1210765,0,0,0,train
train122_Da200.png,c:\Magisterka\trainset\image\train122_Da200.png,c:\Magisterka\trainset\mask\train122_Da200.mat,3700000,3,solid,983407,0,0,2716593,0,0,0,train
train123_Da201.png,c:\Magisterka\trainset\image\train123_Da201.png,c:\Magisterka\trainset\mask\train123_Da201.mat,2038575,0,background,1247735,0,0,790840,0,0,0,val
train124_Da202.jpg,c:\Magisterka\trainset\image\train124_Da202.jpg,c:\Magisterka\trainset\mask\train124_Da202.mat,4000000,0,background,4000000,0,0,0,0,0,0,test
train125_Da207.jpg,c:\Magisterka\trainset\image\train125_Da207.jpg,c:\Magisterka\trainset\mask\train125_Da207.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train126_Da256.png,c:\Magisterka\trainset\image\train126_Da256.png,c:\Magisterka\trainset\mask\train126_Da256.mat,2721360,3,solid,1001253,0,0,1720107,0,0,0,train
train127_Da424.png,c:\Magisterka\trainset\image\train127_Da424.png,c:\Magisterka\trainset\mask\train127_Da424.mat,2481516,3,solid,477274,0,0,2004242,0,0,0,train
train128_Da564.png,c:\Magisterka\trainset\image\train128_Da564.png,c:\Magisterka\trainset\mask\train128_Da564.mat,3128478,0,background,1706842,0,0,1421636,0,0,0,train
train129_Da80.jpg,c:\Magisterka\trainset\image\train129_Da80.jpg,c:\Magisterka\trainset\mask\train129_Da80.mat,4000000,0,background,4000000,0,0,0,0,0,0,val
train130_Da106.png,c:\Magisterka\trainset\image\train130_Da106.png,c:\Magisterka\trainset\mask\train130_Da106.mat,1723251,0,background,1122725,0,0,0,0,600526,0,train
train131_Da189.png,c:\Magisterka\trainset\image\train131_Da189.png,c:\Magisterka\trainset\mask\train131_Da189.mat,4000000,0,background,2950539,0,0,0,0,1049461,0,train
train132_Da190.png,c:\Magisterka\trainset\image\train132_Da190.png,c:\Magisterka\trainset\mask\train132_Da190.mat,3868765,0,background,3001718,0,0,0,0,867047,0,train
train133_Da219.png,c:\Magisterka\trainset\image\train133_Da219.png,c:\Magisterka\trainset\mask\train133_Da219.mat,3791116,0,background,2956826,0,0,0,0,834290,0,train
train134_Da249.png,c:\Magisterka\trainset\image\train134_Da249.png,c:\Magisterka\trainset\mask\train134_Da249.mat,1964904,0,background,1499353,0,0,0,0,465551,0,train
train135_Da316.png,c:\Magisterka\trainset\image\train135_Da316.png,c:\Magisterka\trainset\mask\train135_Da316.mat,1945398,0,background,1545997,0,0,0,0,399401,0,train
train136_Da410.png,c:\Magisterka\trainset\image\train136_Da410.png,c:\Magisterka\trainset\mask\train136_Da410.mat,2764000,0,background,1843533,0,0,0,0,920467,0,val
train137_Da439.png,c:\Magisterka\trainset\image\train137_Da439.png,c:\Magisterka\trainset\mask\train137_Da439.mat,851460,0,background,574449,0,0,0,0,277011,0,test
train138_Da440.png,c:\Magisterka\trainset\image\train138_Da440.png,c:\Magisterka\trainset\mask\train138_Da440.mat,2806000,0,background,1819549,0,0,0,0,986451,0,test
train139_Da521.png,c:\Magisterka\trainset\image\train139_Da521.png,c:\Magisterka\trainset\mask\train139_Da521.mat,1937095,0,background,1274497,0,0,0,0,662598,0,train
train140_Da579.png,c:\Magisterka\trainset\image\train140_Da579.png,c:\Magisterka\trainset\mask\train140_Da579.mat,1888950,1,cribriform,862098,1026852,0,0,0,0,0,train
train141_Da580.png,c:\Magisterka\trainset\image\train141_Da580.png,c:\Magisterka\trainset\mask\train141_Da580.mat,1141006,0,background,589585,551421,0,0,0,0,0,val
train142_Da76.png,c:\Magisterka\trainset\image\train142_Da76.png,c:\Magisterka\trainset\mask\train142_Da76.mat,1472000,0,background,1057953,0,0,0,0,414047,0,train
train143_Da77.png,c:\Magisterka\trainset\image\train143_Da77.png,c:\Magisterka\trainset\mask\train143_Da77.mat,2360676,0,background,1744261,0,0,0,0,616415,0,train
train144_Da78.png,c:\Magisterka\trainset\image\train144_Da78.png,c:\Magisterka\trainset\mask\train144_Da78.mat,646776,0,background,391930,0,0,0,0,254846,0,test
train145_Da129.jpg,c:\Magisterka\trainset\image\train145_Da129.jpg,c:\Magisterka\trainset\mask\train145_Da129.mat,4000000,0,background,4000000,0,0,0,0,0,0,test
train146_Da130.jpg,c:\Magisterka\trainset\image\train146_Da130.jpg,c:\Magisterka\trainset\mask\train146_Da130.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train147_Da191.png,c:\Magisterka\trainset\image\train147_Da191.png,c:\Magisterka\trainset\mask\train147_Da191.mat,4000000,3,solid,1333736,0,0,2666264,0,0,0,train
train148_Da217.png,c:\Magisterka\trainset\image\train148_Da217.png,c:\Magisterka\trainset\mask\train148_Da217.mat,1922000,3,solid,16827,0,0,1905173,0,0,0,test
train149_Da226.png,c:\Magisterka\trainset\image\train149_Da226.png,c:\Magisterka\trainset\mask\train149_Da226.mat,2460000,3,solid,22703,0,0,2437297,0,0,0,train
train150_Da261.png,c:\Magisterka\trainset\image\train150_Da261.png,c:\Magisterka\trainset\mask\train150_Da261.mat,3446000,3,solid,1525641,0,0,1920359,0,0,0,train
train151_Da262.png,c:\Magisterka\trainset\image\train151_Da262.png,c:\Magisterka\trainset\mask\train151_Da262.mat,2686144,0,background,1741351,0,0,944793,0,0,0,train
train152_Da289.png,c:\Magisterka\trainset\image\train152_Da289.png,c:\Magisterka\trainset\mask\train152_Da289.mat,2468000,3,solid,25853,0,0,2442147,0,0,0,test
train153_Da323.png,c:\Magisterka\trainset\image\train153_Da323.png,c:\Magisterka\trainset\mask\train153_Da323.mat,1820000,3,solid,707331,0,0,1112669,0,0,0,train
train154_Da337.jpg,c:\Magisterka\trainset\image\train154_Da337.jpg,c:\Magisterka\trainset\mask\train154_Da337.mat,4000000,0,background,4000000,0,0,0,0,0,0,train
train155_Da393.png,c:\Magisterka\trainset\image\train155_Da393.png,c:\Magisterka\trainset\mask\train155_Da393.mat,2984000,3,solid,386970,0,0,2597030,0,0,0,test
train156_Da397.png,c:\Magisterka\trainset\image\train156_Da397.png,c:\Magisterka\trainset\mask\train156_Da397.mat,1405386,3,solid,21483,0,0,1383903,0,0,0,val
train157_Da564.png,c:\Magisterka\trainset\image\train157_Da564.png,c:\Magisterka\trainset\mask\train157_Da564.mat,2052000,3,solid,521651,0,0,1530349,0,0,0,train
train158_Da613.png,c:\Magisterka\trainset\image\train158_Da613.png,c:\Magisterka\trainset\mask\train158_Da613.mat,4000000,0,background,2031583,0,0,1968417,0,0,0,train
